English,Hindi,HinEnglish,Marathi,MarathiEnglish,Tamil,TamilEnglish,Japanese,Romanization
Do you have a fitness center?,क्या आपके पास फिटनेस सेंटर है?,Kya aapke paas fitness center hai?,तुमच्याकडे फिटनेस सेंटर आहे का?,Tumacyākaḍē fiṭanēsa sēṇṭara āhē kā?,உங்களிடம் உடற்பயிற்சி மையம் உள்ளதா?,Uṅkaḷiṭam uṭaṟpayiṟci maiyam uḷḷatā?,フィットネスセンターはありますか？,Fittonesu sentā wa arimasu ka?
Is there a swimming pool in the hotel?,क्या होटल में एक स्विमिंग पूल है?,Kya hotel mein ek swimming pool hai?,हॉटेलमध्ये स्विमिंग पूल आहे का?,Hōṭēlamadhyē svimīṅga pūla āhē kā?,ஹோட்டலில் நீச்சல் குளம் உள்ளதா?,Hōṭṭalil nīccal kuḷam uḷḷatā?,ホテルにプールはありますか？,Hoteru ni pūru wa arimasu ka?
Where can I rent a car around here?,मैं यहाँ के आसपास कार कहाँ से किराये पर ले सकता हूँ?,Main yahan ke aas-paas car kahan se kiraye par le sakta hoon?,मी जवळपास कार कुठे भाड्याने घेऊ शकतो?,Mī javalapāsa kāra kuṭhē bhāḍyānē ghē'ū śakatō?,இங்கு அருகில் நான் கார் வாடகைக்கு எடுக்க முடியுமா?,Iṅku arukil nāṉ kār vāṭakaikku eṭukka muṭiyumā?,このあたりでレンタカーはどこで借りられますか？,Kono atari de rentakā wa doko de kariraremasu ka?
How far is it from here to the beach?,यहाँ से समुद्र तट तक कितनी दूर है?,Yahan se samudra tat tak kitni door hai?,इथून समुद्रकिनारा किती लांब आहे?,Ithūna samudrakiṇārā kitī lāṁba āhē?,இங்கிருந்து கடற்கரை எவ்வளவு தூரத்தில் உள்ளது?,Iṅkiruntu kaṭaṟkarai evaḷavu tūrattil uḷḷatu?,ここからビーチまでどのくらいですか？,Koko kara bīchi made dono kurai desu ka?
Do you offer guided city tours?,क्या आप निर्देशित शहर के दौरे (गाइडेड सिटी टूर्स) प्रदान करते हैं?,Kya aap nirdeshit shahar ke daure (guided city tours) pradan karte hain?,तुम्ही गाइडेड सिटी टूर्स देता का?,Tumhī gā'iḍēḍa siṭī ṭūrsa dētā kā?,நீங்கள் வழிகாட்டுதலுடனான நகரச் சுற்றுப்பயணங்களை வழங்குகிறீர்களா?,Nīṅkaḷ vaḻikāṭṭutaluṭaṉāṉa nakarac cuṟṟuppayaṇaṅkaḷai vaḻaṅkukiṟīrkaḷā?,ガイド付き市内観光ツアーはありますか？,Gaido-tsuki shinai kankō tsuā wa arimasu ka?
Where can I get some local snacks?,मैं कुछ स्थानीय स्नैक्स कहाँ से ले सकता हूँ?,Main kuch sthaniya snacks kahan se le sakta hoon?,मी काही स्थानिक स्नॅक्स कुठे खरेदी करू शकतो?,Mī kāhī sthānika snaiḵsa kuṭhē kharēdī karū śakatō?,நான் உள்ளூர் சிற்றுண்டிகளை எங்கே வாங்க முடியும்?,Nāṉ uḷḷūr ciṟṟuṇṭikaḷai eṅkē vāṅka muṭiyum?,地元の軽食はどこで買えますか？,Jimoto no keishoku wa doko de kaemasu ka?
Can I use my credit card here?,क्या मैं अपना क्रेडिट कार्ड यहाँ इस्तेमाल कर सकता हूँ?,Kya main apna credit card yahan istemal kar sakta hoon?,मी इथे माझं क्रेडिट कार्ड वापरू शकतो का?,Mī ithē mājhaṁ krēḍiṭa kārḍa vāparū śakatō kā?,நான் எனது கிரெடிட் கார்டை இங்கு பயன்படுத்த முடியுமா?,Nāṉ eṉatu kireṭiṭ kārṭai iṅku payaṉpaṭutta muṭiyumā?,ここでクレジットカードは使えますか？,Koko de kurejittokādo wa tsukaemasu ka?
Is this the bus to the airport?,क्या यह हवाई अड्डे के लिए बस है?,Kya yah bus hawai adde ke liye hai?,ही बस विमानतळासाठी आहे का?,Hī basa vimāṇaṭaḷāsāṭhī āhē kā?,இது விமான நிலையத்திற்குச் செல்லும் பேருந்தா?,Itu vimāṉa nilaiyattiṟkuc cellum pēṟuntā?,このバスは空港行きですか？,Kono basu wa kūkō-iki desu ka?
How much is a one-way ticket to the city?,शहर के लिए एक तरफ़ा टिकट कितने का है?,Shahar ke liye ek tarfa ticket kitne ka hai?,शहरासाठी एक वेळचं तिकीट कितीला आहे?,Śaharāsāṭhī ēka vēḷacaṁ ṭikīṭa kitīlā āhē?,நகரத்திற்கு ஒரு வழி டிக்கெட்டின் விலை என்ன?,Nakarattiṟku oru vaḻi ṭikkeṭṭiṉ vilai eṉṉa?,市内まで片道チケットはいくらですか？,Shinai made katamichi chiketto wa ikura desu ka?
Do you have a children’s menu?,क्या आपके पास बच्चों का मेनू है?,Kya aapke paas bacho ka menu hai?,तुमच्याकडे मुलांसाठी मेनू आहे का?,Tumacyākaḍē mulānsāṭhī mēnū āhē kā?,உங்களிடம் குழந்தைகள் மெனு உள்ளதா?,Uṅkaḷiṭam kuḻantaikaḷ meṉu uḷḷatā?,子供向けのメニューはありますか？,Kodomo-muke no menyū wa arimasu ka?
Where is the nearest hospital?,सबसे नज़दीकी अस्पताल कहाँ है?,Sabse nazdeeki aspataal kahan hai?,सर्वात जवळचं रुग्णालय कुठे आहे?,Sarvāta javalaṁca rugṇālaya kuṭhē āhē?,அருகில் உள்ள மருத்துவமனை எங்கே?,Arukīl uḷḷa maruttuvamaṉai eṅkē?,一番近い病院はどこですか？,Ichiban chikai byōin wa doko desu ka?
Can I buy tickets for the bus at the station?,क्या मैं स्टेशन पर बस के लिए टिकट खरीद सकता हूँ?,Kya main station par bus ke liye ticket kharid sakta hoon?,मी स्टेशनवर बससाठी तिकीट खरेदी करू शकतो का?,Mī sṭēśanavara basasāṭhī ṭikīṭa kharēdī karū śakatō kā?,நிலையத்தில் பேருந்துக்கான டிக்கெட்டுகளை நான் வாங்க முடியுமா?,Nilaiyattil pēṟuntukāṉa ṭikkeṭṭukaḷai nāṉ vāṅka muṭiyumā?,駅でバスのチケットを買えますか？,Eki de basu no chiketto o kaemasu ka?
Can I get a taxi to the station?,क्या मुझे स्टेशन तक के लिए एक टैक्सी मिल सकती है?,Kya mujhe station tak ke liye ek taxi mil sakti hai?,मला स्टेशनवर जाण्यासाठी टॅक्सी मिळेल का?,Malā sṭēśanavara jāṇyāsāṭhī ṭaiksī miḷēla kā?,நிலையத்திற்கு ஒரு டாக்ஸி கிடைக்குமா?,Nilaiyattiṟku oru ṭākṣi kiṭaikkumā?,駅までタクシーをお願いできますか？,Eki made takushī o onegai dekimasu ka?
How do I get to the bus stop?,मैं बस स्टॉप तक कैसे पहुँच सकता हूँ?,Main bus stop tak kaise pahunch sakta hoon?,मी बस स्टॉपवर कसं जाऊ शकतो?,Mī basa sṭŏpāvara kasaṁ jā'ū śakatō?,பேருந்து நிறுத்தத்திற்கு எப்படி செல்வது?,Pēṟuntu niṟuttattiṟku eppaṭi celvatu?,バス停へはどうやって行きますか？,Basu-tei e wa dō yatte ikimasu ka?
Is there a bike rental shop near here?,क्या यहाँ के पास कोई बाइक किराये पर देने की दुकान है?,Kya yahan ke paas koi bike kiraye par dene ki dukan hai?,जवळपास बाईक भाड्याने देणारे दुकान आहे का?,Javalapāsa bā'īka bhāḍyānē dēṇārē dukāna āhē kā?,அருகில் பைக் வாடகை கடை உள்ளதா?,Arukīl paik vāṭakai kaṭai uḷḷatā?,近くにレンタサイクルの店はありますか？,Chikaku ni rentasaikuru no mise wa arimasu ka?
Are there any good nightclubs around here?,क्या यहाँ के आसपास कोई अच्छे नाइटक्लब हैं?,Kya yahan ke aas-paas koi achhe nightclub hain?,इथे जवळपास काही चांगले नाईटक्लब आहेत का?,Ithē javalapāsa kāhī cāṅgalē nā'īṭaklaba āhēta kā?,இங்கு சுற்றி நல்ல இரவு விடுதிகள் ஏதேனும் உள்ளதா?,Iṅku cuṟṟi nalla iravu viṭutikaḷ ētēnum uḷḷatā?,この辺りに良いナイトクラブはありますか？,Kono atari ni yoi naitokurabu wa arimasu ka?
How much is the entrance fee for the museum?,संग्रहालय के लिए प्रवेश शुल्क कितना है?,Sangrahalay ke liye pravesh shulk kitna hai?,संग्रहालयासाठी प्रवेश शुल्क किती आहे?,Saṅgrāhalayāsāṭhī pravēśa śulka kitī āhē?,அருங்காட்சியகத்திற்கு நுழைவு கட்டணம் எவ்வளவு?,Aruṅkāṭciyakamākāvaṉa nuḻaivu kaṭṭaṇam evaḷavu?,美術館の入場料はいくらですか？,Bijutsukan no nyūjōryō wa ikura desu ka?
Is it possible to walk to the beach from here?,क्या यहाँ से समुद्र तट तक पैदल जाना संभव है?,Kya yahan se samudra tat tak paidal jana sambhav hai?,इथून चालत समुद्रकिनाऱ्यावर जाणे शक्य आहे का?,Ithūna cālata samudrakiṇāryāvara jāṇē śakya āhē kā?,இங்கிருந்து கடற்கரைக்கு நடந்து செல்ல முடியுமா?,Iṅkiruntu kaṭaṟkaraikku naṭantu cella muṭiyumā?,ここからビーチまで歩いて行けますか？,Koko kara bīchi made aruite ikemasu ka?
Where can I find the nearest supermarket?,मुझे सबसे नज़दीकी सुपरमार्केट कहाँ मिल सकता है?,Mujhe sabse nazdeeki supermarket kahan mil sakta hai?,मला सर्वात जवळचं सुपरमार्केट कुठे मिळेल?,Malā sarvāta javalaṁca suparamārkēṭa kuṭhē miḷēla?,அருகிலுள்ள பல்பொருள் அங்காடி எங்கே காணலாம்?,Arukīl uḷḷa palporuḷ aṅkāṭi eṅkē kāṇalām?,一番近いスーパーはどこですか？,Ichiban chikai sūpā wa doko desu ka?
How do I get to the airport from here?,यहाँ से हवाई अड्डे तक कैसे पहुँच सकता हूँ?,Yahan se hawai adde tak kaise pahunch sakta hoon?,इथून विमानतळावर कसं जायचं?,Ithūna vimāṇaṭaḷāvara kasaṁ jāyacaṁ?,இங்கிருந்து விமான நிலையத்திற்கு எப்படி செல்வது?,Iṅkiruntu vimāṉa nilaiyattiṟku eppaṭi celvatu?,ここから空港へはどうやって行きますか？,Koko kara kūkō e wa dō yatte ikimasu ka?
Where can I find an ATM?,मुझे एक एटीएम कहाँ मिल सकता है?,Mujhe ek ATM kahan mil sakta hai?,मला एटीएम कुठे मिळेल?,Malā ēṭī'ēma kuṭhē miḷēla?,நான் ஒரு ATM-ஐ எங்கே காணலாம்?,Nāṉ oru ēṭī'em-ai eṅkē kāṇalām?,ATMはどこにありますか？,Ētī'emu wa doko ni arimasu ka?
How far is the park from here?,यहाँ से पार्क कितनी दूर है?,Yahan se park kitni door hai?,इथून पार्क किती लांब आहे?,Ithūna pārka kitī lāṁba āhē?,இங்கிருந்து பூங்கா எவ்வளவு தூரத்தில் உள்ளது?,Iṅkiruntu pūṅkā evaḷavu tūrattil uḷḷatu?,ここから公園までどのくらいですか？,Koko kara kōen made dono kurai desu ka?
Are there any good places to eat around here?,क्या यहाँ के आसपास खाने के लिए कोई अच्छी जगहें हैं?,Kya yahan ke aas-paas khane ke liye koi achhi jaghein hain?,इथे जवळपास खाण्यासाठी काही चांगली ठिकाणे आहेत का?,Ithē javalapāsa khāṇyāsāṭhī kāhī cāṅgalī ṭhikāṇē āhēta kā?,இங்கு சுற்றி சாப்பிட நல்ல இடங்கள் ஏதேனும் உள்ளதா?,Iṅku cuṟṟi cāppiṭa nalla iṭaṅkaḷ ētēnum uḷḷatā?,この辺りに美味しい食事処はありますか？,Kono atari ni oishii shokujidokoro wa arimasu ka?
Can I pay with PayPal?,क्या मैं पेपाल से भुगतान कर सकता हूँ?,Kya main PayPal se bhugtan kar sakta hoon?,मी पेपालने पेमेंट करू शकतो का?,Mī pēpālanē pēmaṇṭa karū śakatō kā?,நான் பேபால் மூலம் பணம் செலுத்த முடியுமா?,Nāṉ pēpāl mūlam paṇam celutta muṭiyumā?,PayPalで支払えますか？,Peiparu de shiharaemasu ka?
Can you give me directions to the train station?,क्या आप मुझे ट्रेन स्टेशन का रास्ता बता सकते हैं?,Kya aap mujhe train station ka rasta bata sakte hain?,तुम्ही मला रेल्वे स्टेशनचा पत्ता सांगू शकता का?,Tumhī malā rēlāvē sṭēśanacā pattā sāṅgū śakatā kā?,ரயில் நிலையத்திற்கு எப்படி செல்வது என்று எனக்கு வழி காட்ட முடியுமா?,Rayil nilaiyattiṟku eppaṭi celvatu eṉṟu eṉakku vaḻi kāṭṭa muṭiyumā?,駅までの道を教えていただけますか？,Eki made no michi o oshiete itadakemasu ka?
Is it safe to walk around here at night?,क्या रात में यहाँ घूमना सुरक्षित है?,Kya raat mein yahan ghumna surakshit hai?,इथे रात्री फिरणे सुरक्षित आहे का?,Ithē rātrī phiraṇē surakṣita āhē kā?,இரவில் இங்கு சுற்றி நடப்பது பாதுகாப்பானதா?,Iravil iṅku cuṟṟi naṭappatu pātukāppāṉatā?,夜にこのあたりを歩いても安全ですか？,Yoru ni kono atari o aruite mo anzen desu ka?
Where can I get a taxi from here?,मैं यहाँ से टैक्सी कहाँ से ले सकता हूँ?,Main yahan se taxi kahan se le sakta hoon?,मी इथून टॅक्सी कुठून घेऊ शकतो?,Mī ithūna ṭaiksī kuṭhūna ghē'ū śakatō kā?,இங்கிருந்து நான் எங்கே டாக்ஸி பிடிக்க முடியும்?,Iṅkiruntu nāṉ eṅkē ṭākṣi piṭikka muṭiyum?,ここからタクシーはどこで拾えますか？,Koko kara takushī wa doko de hiroemasu ka?
Can I park my car here?,क्या मैं अपनी कार यहाँ पार्क कर सकता हूँ?,Kya main apni car yahan park kar sakta hoon?,मी माझी गाडी इथे पार्क करू शकतो का?,Mī mājī gāḍī ithē pārka karū śakatō kā?,எனது காரை இங்கு நிறுத்த முடியுமா?,Eṉatu kārai iṅku niṟutta muṭiyumā?,ここに車を停めてもいいですか？,Koko ni kuruma o tomete mo ii desu ka?
Where can I find a convenience store?,मुझे एक सुविधा स्टोर (कन्वीनियंस स्टोर) कहाँ मिल सकता है?,Mujhe ek suvidha store (convenience store) kahan mil sakta hai?,मला एक सोयीचे दुकान कुठे मिळेल?,Malā ēka sōyīcē dukāna kuṭhē miḷēla?,நான் ஒரு வசதிக் கடையை எங்கே காணலாம்?,Nāṉ oru vacatik kaṭaiyai eṅkē kāṇalām?,コンビニはどこにありますか？,Konbini wa doko ni arimasu ka?
Can you recommend a good place for dinner?,क्या आप रात के खाने के लिए कोई अच्छी जगह सुझा सकते हैं?,Kya aap raat ke khane ke liye koi achhi jagah sujha sakte hain?,तुम्ही रात्रीच्या जेवणासाठी एखादं चांगलं ठिकाण सुचवू शकता का?,Tumhī rātrīcyā jēvaṇāsāṭhī ēkhādaṁ cāṅgalaṁ ṭhikāṇa sucavū śakatā kā?,இரவு உணவிற்கு நல்ல இடம் பரிந்துரைக்க முடியுமா?,Iravu uṇaviṟku nalla iṭam parinturaiikka muṭiyumā?,夕食におすすめの場所はありますか？,Yūshoku ni osusume no basho wa arimasu ka?
How much does it cost to park here?,यहाँ पार्किंग का कितना खर्च होता है?,Yahan parking ka kitna kharch hota hai?,इथे पार्किंगचा खर्च किती आहे?,Ithē pārkiṅgacā kharca kitī āhē?,இங்கு பார்க்கிங் செய்ய எவ்வளவு செலவாகும்?,Iṅku pārkkiṅ ceyya evaḷavu celavākum?,ここに駐車するのにいくらかかりますか？,Koko ni chūsha suru no ni ikura kakarimasu ka?
Are there any good places to visit in the area?,क्या इस क्षेत्र में घूमने के लिए कोई अच्छी जगहें हैं?,Kya is kshetra mein ghumne ke liye koi achhi jaghein hain?,या परिसरात फिरण्यासाठी काही चांगली ठिकाणे आहेत का?,Yā parisaṟāta phiraṇyāsāṭhī kāhī cāṅgalī ṭhikāṇē āhēta kā?,இந்த பகுதியில் பார்க்க நல்ல இடங்கள் ஏதேனும் உள்ளதா?,Inta pakutiyil pārkka nalla iṭaṅkaḷ ētēnum uḷḷatā?,このエリアに何か良い観光スポットはありますか？,Kono eria ni nani ka yoi kankō supotto wa arimasu ka?
How long does it take to get to the city center?,शहर के केंद्र तक पहुँचने में कितना समय लगता है?,Shahar ke kendra tak pahunchne mein kitna samay lagta hai?,शहराच्या मध्यभागी पोहोचायला किती वेळ लागेल?,Śaharācyā madhyabhāgī pōhōcāyalā kitī vēḷa lāgēla?,நகர மையத்திற்கு செல்ல எவ்வளவு நேரம் ஆகும்?,Nakara maiyattiṟku cella evaḷavu nēram ākum?,市内中心部までどのくらい時間がかかりますか？,Shinai chūshinbu made dono kurai jikan ga kakarimasu ka?
Where is the best place to watch the sunset?,सूर्यास्त देखने के लिए सबसे अच्छी जगह कहाँ है?,Suryast dekhne ke liye sabse achhi jagah kahan hai?,सूर्यास्त बघण्यासाठी सर्वात चांगली जागा कुठे आहे?,Sūryāsta baghaṇyāsāṭhī sarvāta cāṅgalī jāgā kuṭhē āhē?,சூரிய அஸ்தமனத்தைப் பார்க்க சிறந்த இடம் எங்கே?,Sūriya astamaṉattaip pārkka ciṟanta iṭam eṅkē?,夕日を見るのに一番良い場所はどこですか？,Yūhi o miru no ni ichiban yoi basho wa doko desu ka?
Is there a good place for hiking around here?,क्या यहाँ के आसपास पैदल यात्रा (हाइकिंग) के लिए कोई अच्छी जगह है?,Kya yahan ke aas-paas paidal yatra (hiking) ke liye koi achhi jagah hai?,जवळपास हायकिंगसाठी एखादं चांगलं ठिकाण आहे का?,Javalapāsa hāykiṅgasāṭhī ēkhādaṁ cāṅgalaṁ ṭhikāṇa āhē kā?,இங்கு சுற்றி நடைபயணம் செல்ல நல்ல இடம் உள்ளதா?,Iṅku cuṟṟi naṭaippayaṇam cella nalla iṭam uḷḷatā?,この辺りに良いハイキングスポットはありますか？,Kono atari ni yoi haikingu supotto wa arimasu ka?
Can I bring my pet with me?,क्या मैं अपना पालतू जानवर अपने साथ ला सकता हूँ?,Kya main apna paltu janwar apne saath la sakta hoon?,मी माझ्या पाळीव प्राण्याला सोबत घेऊन येऊ शकतो का?,Mī mājhyā pāḷīva prāṇyālā sōbata ghē'ūna yē'ū śakatō kā?,எனது செல்லப்பிராணியை என்னுடன் அழைத்து வர முடியுமா?,Eṉatu cellappirāṇiyai eṉṉuṭaṉ aḻaittu vara muṭiyumā?,ペットを連れて行ってもいいですか？,Petto o tsurete itte mo ii desu ka?
Where can I rent a motorbike?,मैं एक मोटरबाइक कहाँ से किराये पर ले सकता हूँ?,Main ek motorbike kahan se kiraye par le sakta hoon?,मी मोटरबाईक कुठे भाड्याने घेऊ शकतो?,Mī mōṭarabā'īka kuṭhē bhāḍyānē ghē'ū śakatō kā?,நான் எங்கே ஒரு மோட்டார் பைக் வாடகைக்கு எடுக்க முடியும்?,Nāṉ eṅkē oru mōṭṭār paik vāṭakaikku eṭukka muṭiyum?,バイクはどこで借りられますか？,Baiku wa doko de kariraremasu ka?
Is there a museum nearby?,क्या पास में कोई संग्रहालय है?,Kya paas mein koi sangrahalay hai?,जवळपास संग्रहालय आहे का?,Javalapāsa saṅgrāhalaya āhē kā?,அருகில் ஒரு அருங்காட்சியகம் உள்ளதா?,Arukīl oru aruṅkāṭciyakam uḷḷatā?,近くに美術館はありますか？,Chikaku ni bijutsukan wa arimasu ka?
Can I pay with my phone here?,क्या मैं अपने फोन से यहाँ भुगतान कर सकता हूँ?,Kya main apne phone se yahan bhugtan kar sakta hoon?,मी माझ्या फोनने इथे पेमेंट करू शकतो का?,Mī mājhyā phōnānē ithē pēmaṇṭa karū śakatō kā?,நான் எனது தொலைபேசி மூலம் இங்கு பணம் செலுத்த முடியுமா?,Nāṉ eṉatu tolaipēci mūlam iṅku paṇam celutta muṭiyumā?,ここでスマホで支払えますか？,Koko de sumaho de shiharaemasu ka?
How far is it to the nearest metro station?,सबसे नज़दीकी मेट्रो स्टेशन तक कितनी दूर है?,Sabse nazdeeki metro station tak kitni door hai?,सर्वात जवळच्या मेट्रो स्टेशनपर्यंत किती लांब आहे?,Sarvāta javalaṁcyā mēṭrō sṭēśanaparyanta kitī lāṁba āhē?,அருகில் உள்ள மெட்ரோ நிலையம் எவ்வளவு தூரத்தில் உள்ளது?,Arukīl uḷḷa meṭrō nilaiyam evaḷavu tūrattil uḷḷatu?,一番近い地下鉄の駅までどのくらいですか？,Ichiban chikai chikatetsu no eki made dono kurai desu ka?
Do you have a wake-up service?,क्या आपके पास वेक-अप सेवा है?,Kya aapke paas wake-up sewa hai?,तुमच्याकडे वेक-अप सेवा आहे का?,Tumacyākaḍē vēka-apa sēvā āhē kā?,உங்களிடம் விழிப்பூட்டும் சேவை உள்ளதா?,Uṅkaḷiṭam viḻippūṭṭum cēvai uḷḷatā?,モーニングコールサービスはありますか？,Mōningu kōru sābisu wa arimasu ka?
Where can I find a post office around here?,मुझे यहाँ के आसपास एक डाकघर कहाँ मिल सकता है?,Mujhe yahan ke aas-paas ek dakghar kahan mil sakta hai?,मला जवळपास पोस्ट ऑफिस कुठे मिळेल?,Malā javalapāsa pōsṭa ŏphīsa kuṭhē miḷēla?,இங்கு சுற்றி நான் ஒரு தபால் நிலையத்தை எங்கே காணலாம்?,Iṅku cuṟṟi nāṉ oru tapāl nilaiyattai eṅkē kāṇalām?,この辺りに郵便局はどこにありますか？,Kono atari ni yūbinkyoku wa doko ni arimasu ka?
Can I book tickets for the museum here?,क्या मैं संग्रहालय के लिए टिकट यहाँ बुक कर सकता हूँ?,Kya main sangrahalay ke liye ticket yahan book kar sakta hoon?,मी संग्रहालयासाठी तिकीट इथे बुक करू शकतो का?,Mī saṅgrāhalayāsāṭhī ṭikīṭa ithē buka karū śakatō kā?,அருங்காட்சியகத்திற்கான டிக்கெட்டுகளை இங்கு முன்பதிவு செய்ய முடியுமா?,Aruṅkāṭciyakaṭṭirkāṉa ṭikkeṭṭukaḷai iṅku muṉpativu ceyya muṭiyumā?,ここで美術館のチケットを予約できますか？,Koko de bijutsukan no chiketto o yoyaku dekimasu ka?
Are there any parks around here?,क्या यहाँ के आसपास कोई पार्क हैं?,Kya yahan ke aas-paas koi park hain?,इथे जवळपास काही पार्क्स आहेत का?,Ithē javalapāsa kāhī pārksa āhēta kā?,இங்கு சுற்றி பூங்காக்கள் ஏதேனும் உள்ளதா?,Iṅku cuṟṟi pūṅkākkaḷ ētēnum uḷḷatā?,この辺りに公園はありますか？,Kono atari ni kōen wa arimasu ka?
Where can I buy a local SIM card?,मैं एक स्थानीय सिम कार्ड कहाँ से खरीद सकता हूँ?,Main ek sthaniya SIM card kahan se kharid sakta hoon?,मी स्थानिक सिम कार्ड कुठे खरेदी करू शकतो?,Mī sthānika sima kārḍa kuṭhē kharēdī karū śakatō?,நான் ஒரு உள்ளூர் சிம் கார்டு எங்கே வாங்க முடியும்?,Nāṉ oru uḷḷūr sim kārṭu eṅkē vāṅka muṭiyum?,現地のSIMカードはどこで買えますか？,Genchi no shimu kādo wa doko de kaemasu ka?
Is there a hotel nearby?,क्या पास में कोई होटल है?,Kya paas mein koi hotel hai?,जवळपास हॉटेल आहे का?,Javalapāsa hōṭēla āhē kā?,அருகில் ஒரு ஹோட்டல் உள்ளதா?,Arukīl oru hōṭṭal uḷḷatā?,近くにホテルはありますか？,Chikaku ni hoteru wa arimasu ka?
Can I get a map of the metro system?,क्या मुझे मेट्रो प्रणाली का नक्शा मिल सकता है?,Kya mujhe metro pranali ka naksha mil sakta hai?,मला मेट्रो सिस्टीमचा नकाशा मिळू शकतो का?,Malā mēṭrō sisṭīmacā nakāśā miḷū śakatō kā?,மெட்ரோ அமைப்பின் வரைபடம் எனக்குக் கிடைக்குமா?,Meṭrō amaippiṉ varaipaṭam eṉakkuk kiṭaikkumā?,地下鉄の路線図をもらえますか？,Chikatetsu no rosenzu o moraemasu ka?
Do I need to make a reservation for dinner?,क्या मुझे रात के खाने के लिए बुकिंग करनी होगी?,Kya mujhe raat ke khane ke liye booking karni hogi?,मला रात्रीच्या जेवणासाठी बुकिंग करायची गरज आहे का?,Malā rātrīcyā jēvaṇāsāṭhī bukiṅga karāyacī garaja āhē kā?,இரவு உணவிற்கு முன்பதிவு செய்ய வேண்டுமா?,Iravu uṇaviṟku muṉpativu ceyya vēṇṭumā?,夕食の予約は必要ですか？,Yūshoku no yoyaku wa hitsuyō desu ka?
Where is the nearest bus stop?,सबसे नज़दीकी बस स्टॉप कहाँ है?,Sabse nazdeeki bus stop kahan hai?,सर्वात जवळचा बस स्टॉप कुठे आहे?,Sarvāta javalaṁcā basa sṭŏpa kuṭhē āhē?,அருகிலுள்ள பேருந்து நிறுத்தம் எங்கே?,Arukulluḷḷa pēṟuntu niṟuttam eṅkē?,一番近いバス停はどこですか？,Ichiban chikai basu-tei wa doko desu ka?
Can I get a ticket for the subway here?,क्या मुझे यहाँ मेट्रो के लिए टिकट मिल सकता है?,Kya mujhe yahan metro ke liye ticket mil sakta hai?,मला इथे सबवेसाठी तिकीट मिळू शकते का?,Malā ithē sabavēsāṭhī ṭikīṭa miḷū śakatē kā?,இங்கு சுரங்கப்பாதைக்கான டிக்கெட் கிடைக்குமா?,Iṅku curaṅkappātaikkāṉa ṭikkeṭ kiṭaikkumā?,ここで地下鉄のチケットを買えますか？,Koko de chikatetsu no chiketto o kaemasu ka?
How long does it take to get to the city center by train?,ट्रेन से शहर के केंद्र तक पहुँचने में कितना समय लगता है?,Train se shahar ke kendra tak pahunchne mein kitna samay lagta hai?,ट्रेनने शहराच्या मध्यभागी पोहोचायला किती वेळ लागतो?,Ṭrēnanē śaharācyā madhyabhāgī pōhōcāyalā kitī vēḷa lāgatō?,ரயில் மூலம் நகர மையத்திற்குச் செல்ல எவ்வளவு நேரம் ஆகும்?,Rayil mūlam nakara maiyattiṟkuc cella evaḷavu nēram ākum?,電車で市内中心部までどのくらい時間がかかりますか？,Densha de shinai chūshinbu made dono kurai jikan ga kakarimasu ka?
Where can I rent a car around here?,मैं यहाँ के आसपास कार कहाँ से किराये पर ले सकता हूँ?,Main yahan ke aas-paas car kahan se kiraye par le sakta hoon?,मी जवळपास कार कुठे भाड्याने घेऊ शकतो?,Mī javalapāsa kāra kuṭhē bhāḍyānē ghē'ū śakatō?,இங்கு அருகில் நான் கார் வாடகைக்கு எடுக்க முடியுமா?,Iṅku arukil nāṉ kār vāṭakaikku eṭukka muṭiyumā?,このあたりでレンタカーはどこで借りられますか？,Kono atari de rentakā wa doko de kariraremasu ka?
How far is it from here to the nearest shopping center?,यहाँ से सबसे नज़दीकी शॉपिंग सेंटर तक कितनी दूर है?,Yahan se sabse nazdeeki shopping center tak kitni door hai?,इथून सर्वात जवळच्या शॉपिंग सेंटरपर्यंत किती लांब आहे?,Ithūna sarvāta javalaṁcyā śōpiṅga sēṇṭaraparyanta kitī lāṁba āhē?,இங்கிருந்து அருகிலுள்ள ஷாப்பிங் சென்டர் எவ்வளவு தூரத்தில் உள்ளது?,Iṅkiruntu arukiluḷḷa sāppiṅ cēṉṭar evaḷavu tūrattil uḷḷatu?,ここから一番近いショッピングセンターまでどのくらいですか？,Koko kara ichiban chikai shoppingu sentā made dono kurai desu ka?
Where can I find a good restaurant?,मुझे एक अच्छा रेस्तरां कहाँ मिल सकता है?,Mujhe ek achha restraan kahan mil sakta hai?,मला एक चांगलं रेस्टॉरंट कुठे मिळेल?,Malā ēka cāṅgalaṁ rēsṭŏraṁṭa kuṭhē miḷēla?,நான் ஒரு நல்ல உணவகத்தை எங்கே காணலாம்?,Nāṉ oru nalla uṇavakattai eṅkē kāṇalām?,美味しいレストランはどこにありますか？,Oishii resutoran wa doko ni arimasu ka?
Do you have free Wi-Fi here?,क्या यहाँ मुफ्त Wi-Fi है?,Kya yahan muft Wi-Fi hai?,इथे मोफत वायफाय आहे का?,Ithē mōphata vāyapha āhē kā?,இங்கு இலவச வைஃபை உள்ளதா?,Iṅku ilavaca vaiphai uḷḷatā?,ここに無料のWi-Fiはありますか？,Koko ni muryō no Wi-Fi wa arimasu ka?
